,decision,created_at,id,id_str,full_text,source,retweet_count,favorite_count,reply,username_length,user_location
288,desirability,2021-02-13 07:28:57+00:00,1360491133525127170,1360491133525127170,"Hotter weather, stronger typhoons &amp; faster coral bleaching with the elderly, the poor &amp; individuals with disabilities more at risk due to climate change.

This is not a drill. #guam #protectourreefs https://t.co/zO7kdfcbsA",Twitter for Android,1,1,FALSE,10,Guam
289,desirability,2021-02-13 06:16:33+00:00,1360472913292513282,1360472913292513282,"Whale Threats
climate change, ocean warming, ocean acidification, plastic pollution, chemical pollution, sea dumped munitions, noise pollution, ship strikes, entanglement and bycatch, Illegal, unregulated and unreported fishing ...

and needless killing by Japan &amp; Norway

@COP26",Twitter Web App,7,7,FALSE,12,United Kingdom
290,invitation,2021-02-12 21:08:31+00:00,1360334995710124032,1360334995710124032,"Have you checked out our trainees' short research talks yet? Come listen to @ashton_bandy explain ocean warming &amp; how it might affect fisheries &amp; other benefits of the sea. https://t.co/ylAxlnr7s1

@UCIEEB @UCIBioSci #scicomm #pollution #wildlife #oceanscience #ecology #Biology https://t.co/72IbdTRUnL",Twitter Web App,8,13,FALSE,10,United States
291,invitation,2021-02-12 19:03:01+00:00,1360303413507092482,1360303413507092482,"@andersoncooper @BillGates @60Minutes Will you come talk to me on Grand Cayman to discuss our non profit efforts at coral restoration and to increase awareness of this as a climate change issue deserving greater attention in the states and the world, please? Thank you in advance. https://t.co/6Y3IvxOtJK",Twitter for iPhone,1,5,TRUE,11,United States
292,desirability,2021-02-12 18:28:18+00:00,1360294676708925444,1360294676708925444,Study suggests abrupt ocean warming could lead to mass fish deaths https://t.co/MdYaPjKXqJ via @physorg_com,Twitter Web App,0,0,FALSE,13,Unknown
293,enabling context,2021-02-12 18:00:37+00:00,1360287709919518723,1360287709919518723,"In the Great Barrier Reef, coral in areas closed to fishing are better able to rebound from coral bleaching, storms and coral disease than those in areas with weaker protections. #Protect30x30 https://t.co/0H10lAL7n2",Twitter Web App,0,1,TRUE,13,United States
294,enabling context,2021-02-12 16:51:40+00:00,1360270356074889216,1360270356074889216,"Over 90% of global warming is actually ocean warming, which directly causes sea-level rise. As the Earth heats up and glaciers melt, the amount of water in the oceans increases and expands. (4/7) https://t.co/BkKkdPO5Ep",Twitter Web App,0,0,TRUE,12,Unknown
295,desirability,2021-02-12 14:04:44+00:00,1360228348874612736,1360228348874612736,"Ocean warming is putting corals at greater risk. Large temperature fluctuations cause coral to become stressed and can result in coral bleaching, which Tis threatening reefs globally. By 2030 it is estimated that over 90% of the planet’s reefs will be in danger (cont...) https://t.co/sAyeyFs4GU",Twitter for iPhone,0,0,FALSE,14,Cayman Islands
296,buzz,2021-02-12 13:57:28+00:00,1360226518606245897,1360226518606245897,"Some nice references here to geology and S309 including dinosaurs, coral bleaching and GIS techniques that will be part of our new geology course s319. Science Photographer of the Year winners revealed https://t.co/Ey8WYS526X",Twitter for iPhone,1,2,FALSE,11,United Kingdom
297,enabling context,2021-02-12 12:26:39+00:00,1360203662279266304,1360203662279266304,"@curlycomedy @itsnashflynn that’s called global warming and CO2 levels rising in water, causing coral bleaching.",Twitter for iPhone,0,0,TRUE,12,United States
298,enabling context,2021-02-12 11:56:05+00:00,1360195970529714177,1360195970529714177,"Himalayan glaciers rapidly disintegrated over the past four decades, contributing to increased prevalence of landslides and avalanches. As coral bleaching and desertification are symptoms of changing environmental conditions, so too is the disintegration of a glacier’s integrity.",Twitter for iPhone,0,0,FALSE,12,Unknown
299,can do,2021-02-12 10:53:48+00:00,1360180296151429121,1360180296151429121,Ocean warming &amp; acidification have caused severe coral bleaching around the world. But there is still hope and time to partly reverse the damage humans have inflicted on our blue planet. Sign the #OceanEmergency petition &gt;&gt;&gt; https://t.co/yijDpoqT0d https://t.co/zy4uDmh0dE,Buffer,19,27,FALSE,12,United Kingdom
300,enabling context,2021-02-12 04:28:43+00:00,1360083389185888262,1360083389185888262,Waters off southern NSW are warming twice as fast as waters off northern NSW.  0.5 deg C/ decade over the past 25 yrs @NeilMalan presenting rapid ocean warming trends along SE Australia. @AMOSupdates #AMOS2021 @IMOS_AUS @OceanRes_UNSW https://t.co/Wh3r6h95zC,Twitter for iPhone,10,17,FALSE,7,Australia
301,enabling context,2021-02-12 03:57:48+00:00,1360075606247968773,1360075606247968773,"WA Liberals showing the federal gov that climate action shouldn't be a partisan issue. 

Australians know that climate change is here right now - from 3 mass coral bleaching events in 5 years on our #GreatBarrierReef to unprecedented drought &amp; bushfires. 

https://t.co/pHzF6Yoht0",TweetDeck,0,2,FALSE,15,Australia
302,desirability,2021-02-12 03:33:55+00:00,1360069598830231556,1360069598830231556,❗️🆘☀️Heavy Coral Bleaching Happening Below🙏🏼😥 https://t.co/ig4Zdr8qlw,Dayflash,0,0,FALSE,8,United States
303,desirability,2021-02-12 00:46:43+00:00,1360027519437709312,1360027519437709312,"i cried for like two hours over the coral reefs, :(  i knew about all this but the rapid devastation of coral bleaching is so beyond worse than i thought. i was so oblivious",Twitter for Android,0,0,TRUE,11,Unknown
304,desirability,2021-02-11 22:37:10+00:00,1359994918836535299,1359994918836535299,"▶️SOUTHERN OCEANS WATERS ARE WARMING FASTER THAN THOUGHT....🔴

https://t.co/TCdwrTZVbn",Twitter Web App,0,0,FALSE,8,Unknown
305,buzz,2021-02-11 22:05:12+00:00,1359986871921766400,1359986871921766400,"""Some of the ongoing natural resource projects that I’m involved with include sea turtle research, bird monitoring, coral restoration, and exotic/invasive species management. These projects involve a lot of time spent in the field, both above and below water...",Twitter Web App,0,2,TRUE,14,United States
306,desirability,2021-02-11 21:41:36+00:00,1359980931805712387,1359980931805712387,There is zero credible evidence that the last three mass coral bleaching events on the GBR were natural. #ClimateEmergency https://t.co/Z7SacEAaKq,Twitter for iPhone,0,1,FALSE,15,Australia
307,enabling context,2021-02-11 17:06:00+00:00,1359911578691371012,1359911578691371012,Metabolomic signatures of coral bleaching history https://t.co/9d2RJot4JV,Buffer,5,11,FALSE,10,Spain
308,buzz,2021-02-11 15:26:55+00:00,1359886643155640320,1359886643155640320,"Some of the scientific initiatives the women on our team develop, lead, and explore include coral restoration, genetic sequencing, spawning collection, coral propagation, disease mitigation, and restoration monitoring!  
#InternationalDayOfWomenInScience",Twitter for iPhone,0,2,TRUE,8,United States
309,enabling context,2021-02-11 14:36:45+00:00,1359874015993683968,1359874015993683968,"Year after year, our #oceans are getting warmer.

Why is this so significant? ""It is quite simple: almost all of the extra heat we gain because of greenhouse gases ultimately ends up in the oceans.""

Read more via @guardian 

https://t.co/zlxOuz8lL3",Twitter Web App,1,1,FALSE,8,United States
310,buzz,2021-02-11 13:51:16+00:00,1359862572023963648,1359862572023963648,"February 10th 2021, Mike Wood presented 'Melt from below: Ocean warming and the demise of Greenland's glaciers' at the International Glaciological Society Global Seminar Series https://t.co/nerzlFWV75 via @YouTube",Twitter Web App,1,1,FALSE,5,United Kingdom
311,buzz,2021-02-11 05:59:00+00:00,1359743719642189825,1359743719642189825,"This photo was taken a few days ago - abundant coral that has been re-growing over the last 4 to 5 years. 

But early signs of heat-stress (paleness and fluorescence) are evident. 
Hopefully more days of clouds and rain will prevent full #coral #bleaching.

@lirrf @jcu @CoralCoE https://t.co/e7RvR0poiT",Twitter Web App,6,37,FALSE,15,Australia
312,enabling context,2021-02-11 02:47:08+00:00,1359695434042593281,1359695434042593281,"Can marine life adapt to #ocean #warming? Our new paper in @STOTEN_journal shows that adaptation can allow some gastropod populations to adjust their #physiology to warmer environments: https://t.co/iqRHIMVIXY
@Sean4Sea @SWIMSHKU @hku_science @MelindaAColeman @jleung0919",Twitter Web App,6,21,FALSE,13,China
313,enabling context,2021-02-10 23:01:36+00:00,1359638680122650631,1359638680122650631,This article goes into depth about the biochemical mechanisms of coral bleaching and provides a valuable new tool for resilience-based reef restoration. #MUevolution21  https://t.co/g5BPjpkZSV,Twitter for iPhone,0,1,FALSE,15,Unknown
314,enabling context,2021-02-10 21:00:04+00:00,1359608095698259970,1359608095698259970,Only in the past decade have researchers begun to develop science-based coral restoration strategies in earnest. https://t.co/bKShfziVGo,HubSpot,0,1,FALSE,15,Unknown
315,buzz,2021-02-10 15:30:31+00:00,1359525158222970890,1359525158222970890,"If you play life simulation games, you know how addictive they can be. We teamed up with @reeflifefoundation to create Coral City, the first coral restoration game!

Get ready to build your an ocean oasis for marine life!

#BecomeADolphin #MarineConservation #CoralCity https://t.co/TUX0imgWlu",Kontentino,2,3,FALSE,11,Unknown
316,desirability,2021-02-10 14:50:29+00:00,1359515083018272768,1359515083018272768,"@nationalpost What a load of bunk! As someone who has dived the Great Barrier Reef, as well as Caribbean reefs, I can well attest to the coral bleaching &amp; death occurring. Just over the past 5 years the difference is startling. These people are profiting by writing books targeting the ignorant",Twitter Web App,0,2,TRUE,12,Unknown
317,can do,2021-02-10 11:17:22+00:00,1359461452273225736,1359461452273225736,but these coral reefs are in huge danger. theyre facing threats like coral bleaching and ocean acidification. overfishing and coastal development can also kill them. please spread more awareness for our corals !! try to conserve water and never give corals as presents !,Twitter for iPad,1,2,TRUE,9,Unknown
318,enabling context,2021-02-10 10:41:42+00:00,1359452478517960706,1359452478517960706,"@elonmusk @ABastronomy May I present you : The TREE. Highly efficient technology, refined over millions of years. How many trees can you plant with $100M? Coral restoration is also amazing to capture carbon trapped in the largest world carbon well called oceans. https://t.co/k8ZNmkPRpV",Twitter Web App,0,1,TRUE,14,France
319,enabling context,2021-02-10 09:30:15+00:00,1359434497515741184,1359434497515741184,"📰New Paper from @daphnecortese📰

🐠What are the long-term effects of coral bleaching on juvenile anenomefish?

👀 Read the Plain Language Summary here:
https://t.co/GRQ00QLbDo

#coralbleaching #fishbehaviour https://t.co/f1cRZnUeh7",Hootsuite Inc.,2,7,FALSE,10,Unknown
320,enabling context,2021-02-10 08:49:24+00:00,1359424216416845828,1359424216416845828,"Kenya’s #coralReefs protect #beaches from large waves, erosion, and storms, and thus protect the whole infrastructure of coastal tourism. Tens of thousands of jobs in Kenya depend on healthy and vibrant coral reefs. https://t.co/rlEwBrDDJ1 #MeshaAt15 @lynneoyugi @MeshaScience https://t.co/dCaMzEfc6W",TweetDeck,3,2,FALSE,9,Kenya
321,buzz,2021-02-10 06:04:47+00:00,1359382789024436225,1359382789024436225,Fantastic new paper from @JDGaitanEspitia looking at thermal adaptation of kelp and whether they can cope with #ClimateChange and #ocean #warming. https://t.co/ITvJpbv3Pv,Twitter Web App,0,8,FALSE,13,China
322,desirability,2021-02-10 04:09:57+00:00,1359353890857222145,1359353890857222145,"@ronhuds43479358 @ItterlyJeff @seanhannity Climate change is worse every year. Glaciers melting, oceans rising, weather extremes, more hurricanes, high temperatures in the Arctic, ocean warming.  All caused by carbon levels which are increasing incrementally.",Twitter for iPhone,0,1,TRUE,12,Unknown
323,enabling context,2021-02-10 03:59:29+00:00,1359351255403925507,1359351255403925507,"Great white sharks historically spent their 1st decade in the warm waters off northern Mexico &amp; southern #California. But after the Pacific Ocean warming event known as “the Blob” in 2014, they are now seen in Monterey Bay. #climate 

https://t.co/XXBvnFJUUS",Twitter Web App,0,0,FALSE,7,United States
324,buzz,2021-02-10 01:03:44+00:00,1359307024656306182,1359307024656306182,"A new report on Coral Reef Restoration launched today kickstarts the launch of the United Nations Decade of Ecosystem Restoration and of the United Nations Decade of Ocean Science for Sustainable Development.
#UnitedNations
https://t.co/XOJIDb1i3N",Twitter for Android,0,2,FALSE,13,Sri Lanka
325,desirability,2021-02-10 00:29:25+00:00,1359298391377870851,1359298391377870851,crying about coral bleaching don't text,Twitter for Android,0,2,FALSE,12,Unknown
326,enabling context,2021-02-09 23:18:15+00:00,1359280482823917570,1359280482823917570,A study suggests that lipid composition of Coral’s symbiotic algae is a factor that can cause resistance to coral bleaching events. This has important implications for conservation efforts to create more resilient coral reefs.  https://t.co/gq4Vav9TO3 via @SarraFalakfarsa,GroupTweet,0,0,FALSE,15,Unknown
